Signal_ID,Ticker,Signal_Date,Episode_Number,Final_Decision,Score,Active_Threshold,Score_Message,Benchmark_Ticker,Market_Regime,Security_Name,Listing_Exchange,MarketCap,Sector,Industry,Beta_Status,Beta_Status_Detail,Beta_Benchmark,Beta_252D,Beta_Alpha_Daily,Beta_R2_252D,Beta_Observations,Beta_Window_Start,Beta_Window_End,Beta_Risk_Band,Residual_Momentum_63D_Pct,Residual_Momentum_126D_Pct,Beta_Adjusted_RS_126D_Pct,Beta_Message_Rule_Code,Entry_Date,Entry_Open,Forward_1D_Return_Pct,Forward_5D_Return_Pct,Forward_10D_Return_Pct,Forward_21D_Return_Pct,Forward_63D_Return_Pct,Forward_126D_Return_Pct,MAE_21D_Pct,MFE_21D_Pct,Realized_Volatility_21D_Annualized_Pct,MAE_63D_Pct,MFE_63D_Pct,Realized_Volatility_63D_Annualized_Pct
NET_20201119_001,NET,2020-11-19,1,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.60 versus SPY, but benchmark fit is weak (R-squared 0.09); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5954854973643665,0.005834827486675894,0.08602892356203296,252,2019-11-21,2020-11-19,DEFENSIVE,14.246868751626618,0.3066834225018855,120.59122224475409,BETA_WEAK_FIT,2020-11-20,66.0,0.8333379572088129,13.272730509440112,17.196967385031957,30.621210734049487,17.09090724135891,19.515147353663597,-2.1363691850142086,32.12120749733665,59.632292080121985,-2.1363691850142086,45.106055519797586,60.70627426944917
NET_20201123_002,NET,2020-11-23,2,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.59 versus SPY, but benchmark fit is weak (R-squared 0.09); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5943994512487596,0.00565454738146279,0.08586961010444316,252,2019-11-25,2020-11-23,DEFENSIVE,16.58844549209779,4.9494035542805515,123.88377013622463,BETA_WEAK_FIT,2020-11-24,66.19999694824219,0.7401896008351283,9.199402187354423,26.208469642499455,23.716020092737477,8.338375418320187,20.664653981587566,-1.6465202237740728,34.09365669981881,64.00055789154293,-1.6465202237740728,44.66767531415936,62.10785833449977
NET_20201125_003,NET,2020-11-25,3,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.59 versus SPY, but benchmark fit is weak (R-squared 0.09); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5917832203642354,0.005653158663677505,0.0851420551565868,252,2019-11-27,2020-11-25,DEFENSIVE,21.15761134408278,7.084090901952567,129.41882480104482,BETA_WEAK_FIT,2020-11-27,71.0,5.295777656662626,4.408446835799951,18.380285988391275,9.154929577464799,8.309861304054799,15.57746135013205,-3.05633544921875,25.028164286009023,68.39356752148971,-3.05633544921875,34.8873192155865,60.628389538288744
NET_20201207_004,NET,2020-12-07,4,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.58 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5834908490207947,0.006323963024646337,0.08245631898793937,252,2019-12-09,2020-12-07,DEFENSIVE,58.31634205711595,19.36944135079697,176.5906745525515,BETA_WEAK_FIT,2020-12-08,82.16000366210938,1.691820019099488,-0.8885142701986704,4.929400245670945,-3.8218194730815003,-14.203998634583591,9.700575993260575,-13.57108207021791,8.045268605562917,68.25128702436575,-25.803315034921003,16.565229277410197,67.1251982163138
NET_20201210_005,NET,2020-12-10,5,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.59 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5883628248557129,0.006744516069668269,0.08220013687692762,252,2019-12-12,2020-12-10,DEFENSIVE,53.19371536767572,12.593588383571564,179.54596801475338,BETA_WEAK_FIT,2020-12-11,83.41999816894531,-1.21073427116416,-1.9180034874619833,1.8700614028172247,-6.71301677899796,-9.913685956115337,14.648767068964341,-14.876523981194122,6.413328448276956,55.17395854723366,-26.923998534483083,14.804601708464936,65.38256694555231
NET_20201217_006,NET,2020-12-17,6,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.59 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5852970157806504,0.006587052921762626,0.08184258930670174,252,2019-12-19,2020-12-17,DEFENSIVE,36.63664627706689,-10.6350581841415,115.21684051630577,BETA_WEAK_FIT,2020-12-18,82.0,2.207314095846047,3.6341504352848775,-9.036589831840702,1.8414660197932475,-11.268290077767718,23.26829491592035,-13.402436419231133,8.256093467154146,63.41272115981247,-25.658537701862617,16.792678833007812,66.47462816705557
NET_20210107_007,NET,2021-01-07,7,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.59 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5867857124122638,0.006382737181996336,0.07983051512686423,252,2020-01-09,2021-01-07,DEFENSIVE,14.914961664005123,-19.862917496943254,86.81262416768541,BETA_WEAK_FIT,2021-01-08,80.16000366210938,-1.259982647316027,0.4366248230182279,4.129238282655345,13.685121120439735,-11.576853773371209,35.94061407486171,-10.8033972885194,14.708074784814151,60.47298291844696,-23.95210042475624,19.473543248271685,64.01296463352236
NET_20210113_008,NET,2021-01-13,8,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.59 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5913207230582274,0.006365140389405685,0.08111807277926375,252,2020-01-15,2021-01-13,DEFENSIVE,-11.792287988928907,-6.589514988581014,117.7049013347914,BETA_WEAK_FIT,2021-01-14,83.31999969482422,-3.3725366885332675,-0.36006127323167103,-5.424863969781302,3.156501755941976,-6.27700837264703,23.22371404824082,-14.18626948885895,14.942387174559201,60.624513203148766,-26.836294637841373,14.942387174559201,67.55250267113672
NET_20210120_009,NET,2021-01-20,9,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.60 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5983581447221843,0.006567731724775315,0.08285391587750379,252,2020-01-22,2021-01-20,DEFENSIVE,-11.430857199225175,-12.942237236962006,107.8870105760146,BETA_WEAK_FIT,2021-01-21,84.1500015258789,-1.3428459445303575,-11.384434530412356,-2.150927100615252,-2.352945123030903,-12.3232353636891,30.14853791700216,-15.032681279261306,13.808668932244728,60.27299878731676,-27.55793466536606,13.808668932244728,67.29473965358362
NET_20210125_010,NET,2021-01-25,10,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.60 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.5958081281003069,0.006564034465440763,0.08217832199048813,252,2020-01-27,2021-01-25,DEFENSIVE,-7.92571952897082,-8.449468592921438,119.95440745449335,BETA_WEAK_FIT,2021-01-26,82.73999786376953,-6.901135160619787,-2.7314413405678306,10.14019773539574,-7.626296496868523,2.441387871180334,41.080500810657774,-14.546767940719029,15.748125593078477,57.48229877253714,-26.323421974408788,15.748125593078477,68.87802650790351
