Universe,Ticker,Signal_Date,Action_Rank,Action_Status,Long_Term_Status,Entry_Timing_Status,Score,Trend_Score,MarketCap,Sector,Industry,Daily_Change_Pct,Close_Below_EMA20,Distance_From_20D_High_Pct,Return_5D_Pct,Lower_High_Day,Lower_Low_Day,Distribution_Days_50,ATR_Pct,Forward_21D_Return_Pct,Forward_63D_Return_Pct
NASDAQ_Top1000_ByMarketCap,NVDA,2019-10-15,2,Watchlist Candidate,Watchlist Candidate,Clean,81,12,4864926000000.0,Technology,Semiconductors,5.275286864091,False,-1.465210054308086,10.799523803169109,False,False,4.0,3.1151119133831484,6.958976158728958,25.933329264322925
NASDAQ_Top1000_ByMarketCap,NVDA,2019-11-13,1,Actionable Momentum Candidate,Momentum Candidate,Clean,100,22,4864926000000.0,Technology,Semiconductors,-0.49615996067554624,False,-1.55291447289172,0.4527277390565576,True,True,2.0,2.400701412656063,7.208158445871904,38.70196036150981
NASDAQ_Top1000_ByMarketCap,NVDA,2019-12-13,1,Actionable Momentum Candidate,Momentum Candidate,Clean,100,30,4864926000000.0,Technology,Semiconductors,-0.03570054140713541,False,-2.179231957759453,5.571009881679112,False,False,6.0,2.4924581856881667,8.707388404907746,-3.8202782820792147
NASDAQ_Top1000_ByMarketCap,NVDA,2020-01-15,1,Actionable Momentum Candidate,Momentum Candidate,Clean,100,30,4864926000000.0,Technology,Semiconductors,-0.6915295612033856,False,-2.932924566581241,2.15907769958108,True,True,5.0,2.1245031044804867,16.982887297190217,18.96496074505172
NASDAQ_Top1000_ByMarketCap,NVDA,2020-02-14,1,Actionable Momentum Candidate,Momentum Candidate,Clean,100,30,4864926000000.0,Technology,Semiconductors,7.020463249480335,False,-1.7561096165819912,15.183431911392397,False,False,3.0,2.808437406332326,-23.93572360458186,18.901422178050108
NASDAQ_Top1000_ByMarketCap,NVDA,2020-06-09,1,Actionable Momentum Candidate,Momentum Candidate,Clean,100,30,4864926000000.0,Technology,Semiconductors,2.737072270856067,False,-1.4784846698033594,2.5013440213876414,False,False,7.0,3.6430859301237817,14.630082773653363,29.94463898834536
NASDAQ_Top1000_ByMarketCap,NVDA,2020-07-09,1,Actionable Momentum Candidate,Momentum Candidate,Clean,100,30,4864926000000.0,Technology,Semiconductors,2.8680523945851855,False,-0.5771038037982401,10.27282391378943,False,False,5.0,2.77126510773546,5.767915995420747,31.875810640064863
NASDAQ_Top1000_ByMarketCap,NVDA,2020-08-07,1,Actionable Momentum Candidate,Momentum Candidate,Clean,100,30,4864926000000.0,Technology,Semiconductors,-1.1997678302943404,False,-2.6532533185561036,5.508845526456807,False,True,2.0,3.040313795238615,5.106201413348765,24.931065443717593
NASDAQ_Top1000_ByMarketCap,NVDA,2020-09-08,3,Downgraded - Wait,Watchlist Candidate,Wait - Daily Pullback Risk,88,30,4864926000000.0,Technology,Semiconductors,-5.620917323975982,True,-19.10638936358272,-10.927512339402378,True,True,3.0,5.3279139878658945,12.61290465979128,9.731854461296274
NASDAQ_Top1000_ByMarketCap,NVDA,2020-11-17,2,Watchlist Candidate,Watchlist Candidate,Clean,78,30,4864926000000.0,Technology,Semiconductors,-0.6881146154886664,False,-8.639348882847909,5.10766885561178,True,False,7.0,4.734141967869323,-0.9208859508852307,10.852010200478235
NASDAQ_Top1000_ByMarketCap,NVDA,2020-12-17,2,Watchlist Candidate,Watchlist Candidate,Clean,80,30,4864926000000.0,Technology,Semiconductors,0.7457059631127416,False,-2.840232280861177,2.8445368791807812,True,True,3.0,2.29109553561823,-0.09903129953614531,-1.4406904947202537
