Ticker,Symbol,Security Name,Listing Exchange,Market Category,ETF,MarketCap,TrailingPE,ForwardPE,Sector,Industry
RTX,RTX,RTX Corporation Common Stock,N, ,N,247156809541,,,Industrials,Aerospace
MRVL,MRVL,"Marvell Technology, Inc. - Common Stock",Q,Q,N,244681560000,,,Technology,Semiconductors
LIN,LIN,Linde plc - Ordinary Shares,Q,Q,N,242203240634,,,Basic Materials,Major Chemicals
MUFG,MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",N, ,N,239253052147,,,Finance,Commercial Banks
C,C,"Citigroup, Inc. Common Stock",N, ,N,238490825618,,,Finance,Major Banks
BHP,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),N, ,N,230633447322,,,Energy,Coal Mining
PANW,PANW,"Palo Alto Networks, Inc. - Common Stock",Q,Q,N,227890300000,,,Technology,Computer peripheral equipment
QCOM,QCOM,QUALCOMM Incorporated - Common Stock,Q,Q,N,223152880000,,,Technology,Radio And Television Broadcasting And Communications Equipment
AXP,AXP,American Express Company Common Stock,N, ,N,222056317610,,,Finance,Finance: Consumer Services
STX,STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),Q,Q,N,208766160712,,,Technology,Electronic Components
ANET,ANET,"Arista Networks, Inc. Common Stock",N, ,N,205552231281,,,Telecommunications,Computer Communications Equipment
TMUS,TMUS,"T-Mobile US, Inc. - Common Stock",Q,Q,N,204644911985,,,Telecommunications,Telecommunications Equipment
ADI,ADI,"Analog Devices, Inc. - Common Stock",Q,Q,N,203500094442,,,Technology,Semiconductors
MCD,MCD,McDonald's Corporation Common Stock,N, ,N,202359173702,,,Consumer Discretionary,Restaurants
SAP,SAP,SAP  SE ADS,N, ,N,201695824810,,,Technology,Computer Software: Prepackaged Software
VZ,VZ,Verizon Communications Inc. Common Stock,N, ,N,200886139160,,,Telecommunications,Telecommunications Equipment
PEP,PEP,"PepsiCo, Inc. - Common Stock",Q,Q,N,197183664805,,,Consumer Staples,Beverages (Production/Distribution)
NVO,NVO,Novo Nordisk A/S Common Stock,N, ,N,195924200000,,,Health Care,Biotechnology: Pharmaceutical Preparations
WDC,WDC,Western Digital Corporation - Common Stock,Q,Q,N,194030188593,,,Technology,Electronic Components
TD,TD,Toronto Dominion Bank (The) Common Stock,N, ,N,193878438600,,,Finance,Commercial Banks
TTE,TTE,TotalEnergies SE Ordinary Shares,N, ,N,192047475988,,,Energy,Oil & Gas Production
AMGN,AMGN,Amgen Inc. - Common Stock,Q,Q,N,191704378925,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SAN,SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",N, ,N,189436405621,,,Finance,Commercial Banks
APH,APH,Amphenol Corporation Common Stock,N, ,N,189210057641,,,Technology,Electrical Products
TJX,TJX,"TJX Companies, Inc. (The) Common Stock",N, ,N,186043275751,,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
NEE,NEE,"NextEra Energy, Inc. Common Stock",N, ,N,179318511801,,,Technology,EDP Services
TMO,TMO,Thermo Fisher Scientific Inc Common Stock,N, ,N,174416818383,,,Industrials,Industrial Machinery/Components
CRWD,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Q,Q,N,173816859096,,,Technology,Computer Software: Prepackaged Software
DIS,DIS,Walt Disney Company (The) Common Stock,N, ,N,173720602857,,,Consumer Discretionary,Services-Misc. Amusement & Recreation
BA,BA,Boeing Company (The) Common Stock,N, ,N,172677625606,,,Industrials,Aerospace
APP,APP,Applovin Corporation - Class A Common Stock,Q,Q,N,166884913800,,,Technology,Computer Software: Programming Data Processing
UNP,UNP,Union Pacific Corporation Common Stock,N, ,N,161905593185,,,Industrials,Railroads
BLK,BLK,"BlackRock, Inc. Common Stock",N, ,N,160201476648,,,Finance,Investment Bankers/Brokers/Service
SCHW,SCHW,Charles Schwab Corporation (The) Common Stock,N, ,N,158435244688,,,Finance,Investment Bankers/Brokers/Service
SMFG,SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N, ,N,157967448617,,,Finance,Commercial Banks
SCCO,SCCO,Southern Copper Corporation Common Stock,N, ,N,156778884131,,,Basic Materials,Metal Mining
GILD,GILD,"Gilead Sciences, Inc. - Common Stock",Q,Q,N,155928760476,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DE,DE,Deere & Company Common Stock,N, ,N,155883464189,,,Industrials,Industrial Machinery/Components
GLW,GLW,Corning Incorporated Common Stock,N, ,N,154226298240,,,Industrials,Telecommunications Equipment
IBKR,IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",Q,Q,N,154045883311,,,Finance,Investment Bankers/Brokers/Service
ABT,ABT,Abbott Laboratories Common Stock,N, ,N,153593019989,,,Health Care,Biotechnology: Pharmaceutical Preparations
ETN,ETN,"Eaton Corporation, PLC Ordinary Shares",N, ,N,151976737000,,,Technology,Industrial Machinery/Components
UBS,UBS,UBS Group AG Registered Ordinary Shares,N, ,N,151400509383,,,Finance,Major Banks
WELL,WELL,Welltower Inc. Common Stock,N, ,N,151228052624,,,Real Estate,Real Estate Investment Trusts
PFE,PFE,"Pfizer, Inc. Common Stock",N, ,N,149382431669,,,Health Care,Biotechnology: Pharmaceutical Preparations
BUD,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N, ,N,149005851503,,,Consumer Staples,Beverages (Production/Distribution)
ISRG,ISRG,"Intuitive Surgical, Inc. - Common Stock",Q,Q,N,145582177833,,,Health Care,Industrial Specialties
COP,COP,ConocoPhillips Common Stock,N, ,N,142516032939,,,Energy,Integrated oil Companies
SHOP,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,Q,Q,N,140258585346,,,Technology,Computer Software: Prepackaged Software
UBER,UBER,"Uber Technologies, Inc. Common Stock",N, ,N,140150992045,,,Consumer Discretionary,Business Services
HON,HON,Honeywell International Inc. - Common Stock,Q,Q,N,139600118647,,,Industrials,Aerospace
PLD,PLD,"Prologis, Inc. Common Stock",N, ,N,138675954120,,,Real Estate,Real Estate Investment Trusts
BTI,BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N, ,N,135972585012,,,Health Care,Medicinal Chemicals and Botanical Products
CRM,CRM,"Salesforce, Inc. Common Stock",N, ,N,135863910000,,,Technology,Computer Software: Prepackaged Software
BBVA,BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,N, ,N,133247329458,,,Finance,Commercial Banks
RIO,RIO,Rio Tinto Plc Common Stock,N, ,N,132320686580,,,Basic Materials,Metal Mining
UL,UL,Unilever PLC American Depositary Shares (each representing One Ordinary Share),N, ,N,131546583168,,,Consumer Discretionary,Package Goods/Cosmetics
CVS,CVS,CVS Health Corporation Common Stock,N, ,N,130093548222,,,Consumer Staples,Retail-Drug Stores and Proprietary Stores
BKNG,BKNG,Booking Holdings Inc. - Common Stock,Q,Q,N,127808449234,,,Consumer Discretionary,Transportation Services
DHR,DHR,Danaher Corporation Common Stock,N, ,N,127469489923,,,Industrials,Industrial Machinery/Components
CB,CB,Chubb Limited  Common Stock,N, ,N,127272415183,,,Finance,Property-Casualty Insurers
LMT,LMT,Lockheed Martin Corporation Common Stock,N, ,N,124580434311,,,Industrials,Military/Government/Technical
SPGI,SPGI,S&P Global Inc. Common Stock,N, ,N,123997360000,,,Finance,Finance: Consumer Services
LOW,LOW,"Lowe's Companies, Inc. Common Stock",N, ,N,123792900512,,,Consumer Discretionary,RETAIL: Building Materials
HDB,HDB,HDFC Bank Limited Common Stock,N, ,N,123702700674,,,Finance,Commercial Banks
SONY,SONY,Sony Group Corporation American Depositary Shares ,N, ,N,123693297116,,,Consumer Staples,Consumer Electronics/Appliances
ENB,ENB,Enbridge Inc Common Stock,N, ,N,123373281294,,,Energy,Natural Gas Distribution
MFG,MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N, ,N,121621776892,,,Finance,Major Banks
SYK,SYK,Stryker Corporation Common Stock,N, ,N,119685229896,,,Health Care,Medical/Dental Instruments
PGR,PGR,Progressive Corporation (The) Common Stock,N, ,N,118684579203,,,Finance,Property-Casualty Insurers
BMO,BMO,Bank Of Montreal Common Stock,N, ,N,118638021358,,,Finance,Commercial Banks
PBR,PBR,Petroleo Brasileiro S.A. Petrobras ADS,N, ,N,118447454083,,,Energy,Oil & Gas Production
SBUX,SBUX,Starbucks Corporation - Common Stock,Q,Q,N,117434688000,,,Consumer Discretionary,Restaurants
BMY,BMY,Bristol-Myers Squibb Company Common Stock,N, ,N,116663530341,,,Health Care,Biotechnology: Pharmaceutical Preparations
VRT,VRT,"Vertiv Holdings, LLC Class A Common Stock",N, ,N,116335037102,,,Technology,Industrial Machinery/Components
PDD,PDD,PDD Holdings Inc. - American Depositary Shares,Q,Q,N,116092215441,,,Technology,EDP Services
PH,PH,Parker-Hannifin Corporation Common Stock,N, ,N,113916530734,,,Industrials,Metal Fabrications
COF,COF,Capital One Financial Corporation Common Stock,N, ,N,113797278725,,,Finance,Major Banks
ACN,ACN,Accenture plc Class A Ordinary Shares (Ireland),N, ,N,113260386571,,,Consumer Discretionary,Business Services
VRTX,VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,Q,Q,N,112924375159,,,Health Care,Biotechnology: Pharmaceutical Preparations
BP,BP,BP p.l.c. Common Stock,N, ,N,111601060637,,,Energy,Integrated oil Companies
BN,BN,Brookfield Corporation Class A Limited Voting Shares,N, ,N,110798392355,,,Real Estate,Building operators
GSK,GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),N, ,N,108170441864,,,Health Care,Biotechnology: Pharmaceutical Preparations
SNY,SNY,Sanofi - American Depositary Shares,Q,Q,N,107919297996,,,Health Care,Biotechnology: Pharmaceutical Preparations
FTNT,FTNT,"Fortinet, Inc. - Common Stock",Q,Q,N,107186459603,,,Technology,Computer peripheral equipment
PWR,PWR,"Quanta Services, Inc. Common Stock",N, ,N,106203569853,,,Industrials,Engineering & Construction
CDNS,CDNS,"Cadence Design Systems, Inc. - Common Stock",Q,Q,N,106178127360,,,Technology,Computer Software: Prepackaged Software
MAR,MAR,Marriott International - Class A Common Stock,Q,Q,N,106145218302,,,Consumer Discretionary,Hotels/Resorts
SO,SO,Southern Company (The) Common Stock,N, ,N,106062063550,,,Utilities,Electric Utilities: Central
HWM,HWM,Howmet Aerospace Inc. Common Stock,N, ,N,105896447526,,,Industrials,Metal Fabrications
NOW,NOW,"ServiceNow, Inc. Common Stock",N, ,N,105316650000,,,Technology,Computer Software: Prepackaged Software
EQIX,EQIX,"Equinix, Inc. - Common Stock",Q,Q,N,104132412251,,,Real Estate,Real Estate Investment Trusts
CM,CM,Canadian Imperial Bank of Commerce Common Stock,N, ,N,103794056794,,,Finance,Commercial Banks
BNS,BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,N, ,N,103037870366,,,Finance,Major Banks
MDT,MDT,Medtronic plc. Ordinary Shares,N, ,N,102967574113,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SPOT,SPOT,Spotify Technology S.A. Ordinary Shares,N, ,N,99211278014,,,Consumer Discretionary,Broadcasting
IBN,IBN,ICICI Bank Limited Common Stock,N, ,N,99148321519,,,Finance,Commercial Banks
BNY,BNY,The Bank of New York Mellon Corporation Common Stock,N, ,N,98824854899,,,Finance,Major Banks
FCX,FCX,"Freeport-McMoRan, Inc. Common Stock",N, ,N,98343470365,,,Basic Materials,Metal Mining
CME,CME,CME Group Inc. - Class A Common Stock,Q,Q,N,97666714797,,,Finance,Investment Bankers/Brokers/Service
DUK,DUK,Duke Energy Corporation (Holding Company) Common Stock,N, ,N,97426139238,,,Utilities,Power Generation
GD,GD,General Dynamics Corporation Common Stock,N, ,N,97414361961,,,Industrials,Marine Transportation
PNC,PNC,"PNC Financial Services Group, Inc. (The) Common Stock",N, ,N,95435850441,,,Finance,Major Banks
CNQ,CNQ,Canadian Natural Resources Limited Common Stock,N, ,N,94494531600,,,Energy,Oil & Gas Production
MCK,MCK,McKesson Corporation Common Stock,N, ,N,94245986187,,,Health Care,Other Pharmaceuticals
UPS,UPS,"United Parcel Service, Inc. Common Stock",N, ,N,91885678760,,,Industrials,Trucking Freight/Courier Services
CEG,CEG,Constellation Energy Corporation - Common Stock When-Issued,Q,Q,N,91655590387,,,Utilities,Electric Utilities: Central
USB,USB,U.S. Bancorp Common Stock,N, ,N,91423672515,,,Finance,Major Banks
BX,BX,Blackstone Inc. Common Stock,N, ,N,91218211502,,,Finance,Investment Managers
ADP,ADP,"Automatic Data Processing, Inc. - Common Stock",Q,Q,N,91082181580,,,Industrials,Diversified Commercial Services
CMI,CMI,Cummins Inc. Common Stock,N, ,N,91014828812,,,Industrials,Industrial Machinery/Components
MNST,MNST,Monster Beverage Corporation - Common Stock,Q,Q,N,90788492851,,,Consumer Staples,Beverages (Production/Distribution)
BCS,BCS,Barclays PLC Common Stock,N, ,N,88547041727,,,Finance,Commercial Banks
JCI,JCI,Johnson Controls International plc Ordinary Share,N, ,N,88442357811,,,Industrials,Industrial Machinery/Components
CSX,CSX,CSX Corporation - Common Stock,Q,Q,N,88391665380,,,Industrials,Railroads
WMB,WMB,"Williams Companies, Inc. (The) Common Stock",N, ,N,88153714941,,,Utilities,Natural Gas Distribution
WM,WM,"Waste Management, Inc. Common Stock",N, ,N,88125798776,,,Utilities,Environmental Services
ELV,ELV,"Elevance Health, Inc. Common Stock",N, ,N,87748802887,,,Health Care,Medical Specialities
ING,ING,"ING Group, N.V. Common Stock",N, ,N,87682642554,,,Finance,Commercial Banks
CMCSA,CMCSA,Comcast Corporation - Class A Common Stock,Q,Q,N,87558626015,,,Telecommunications,Cable & Other Pay Television Services
AMT,AMT,American Tower Corporation (REIT) Common Stock,N, ,N,87205864655,,,Real Estate,Real Estate Investment Trusts
SNPS,SNPS,"Synopsys, Inc. - Common Stock",Q,Q,N,86910550824,,,Technology,Computer Software: Prepackaged Software
KKR,KKR,KKR & Co. Inc. Common Stock,N, ,N,86411291842,,,Finance,Investment Managers
HCA,HCA,"HCA Healthcare, Inc. Common Stock",N, ,N,85891933764,,,Health Care,Hospital/Nursing Management
NOK,NOK,Nokia Corporation Sponsored American Depositary Shares,N, ,N,84985147501,,,Technology,Radio And Television Broadcasting And Communications Equipment
ASX,ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N, ,N,84889381913,,,Technology,Semiconductors
E,E,ENI S.p.A. Common Stock,N, ,N,84175966800,,,Energy,Oil & Gas Production
SLB,SLB,SLB Limited Common Shares,N, ,N,83992339395,,,Energy,Oilfield Services/Equipment
HOOD,HOOD,"Robinhood Markets, Inc. - Class A Common Stock",Q,Q,N,83918066262,,,Finance,Investment Bankers/Brokers/Service
RACE,RACE,Ferrari N.V. Common Shares,N, ,N,83029254562,,,Industrials,Auto Manufacturing
MMM,MMM,3M Company Common Stock,N, ,N,82574528762,,,Health Care,Medical/Dental Instruments
ADBE,ADBE,Adobe Inc. - Common Stock,Q,Q,N,82464884000,,,Technology,Computer Software: Prepackaged Software
DDOG,DDOG,"Datadog, Inc. - Class A Common Stock",Q,Q,N,81835247451,,,Technology,Computer Software: Prepackaged Software
LYG,LYG,Lloyds Banking Group Plc American Depositary Shares,N, ,N,81515576527,,,Finance,Commercial Banks
AEM,AEM,Agnico Eagle Mines Limited Common Stock,N, ,N,81399590974,,,Basic Materials,Precious Metals
MRSH,MRSH,Marsh Common Stock,N, ,N,81269096429,,,Finance,Specialty Insurers
NGG,NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",N, ,N,81210566678,,,Utilities,Natural Gas Distribution
MDLZ,MDLZ,"Mondelez International, Inc. - Class A Common Stock",Q,Q,N,80857098760,,,Consumer Staples,Packaged Foods
NET,NET,"Cloudflare, Inc. Class A Common Stock",N, ,N,80759974740,,,Technology,Computer Software: Prepackaged Software
FDX,FDX,FedEx Corporation Common Stock,N, ,N,80723051622,,,Consumer Discretionary,Air Freight/Delivery Services
SNOW,SNOW,Snowflake Inc. Common Stock,N, ,N,80681548000,,,Technology,Computer Software: Prepackaged Software
EPD,EPD,Enterprise Products Partners L.P. Common Stock,N, ,N,80591055595,,,Utilities,Natural Gas Distribution
MELI,MELI,"MercadoLibre, Inc. - Common Stock",Q,Q,N,80588240507,,,Consumer Discretionary,Business Services
CP,CP,Canadian Pacific Kansas City Limited Common Shares,N, ,N,80375131842,,,Industrials,Railroads
NTES,NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",Q,Q,N,80289278171,,,Technology,Computer Software: Prepackaged Software
EMR,EMR,Emerson Electric Company Common Stock,N, ,N,80133507000,,,Technology,Consumer Electronics/Appliances
ABNB,ABNB,"Airbnb, Inc. - Class A Common Stock",Q,Q,N,79725807214,,,Consumer Discretionary,Diversified Commercial Services
ICE,ICE,Intercontinental Exchange Inc. Common Stock,N, ,N,79471470922,,,Finance,Investment Bankers/Brokers/Service
RCL,RCL,Royal Caribbean Cruises Ltd. Common Stock,N, ,N,78951237624,,,Consumer Discretionary,Marine Transportation
CI,CI,The Cigna Group Common Stock,N, ,N,78830656392,,,Health Care,Medical Specialities
HLT,HLT,Hilton Worldwide Holdings Inc. Common Stock ,N, ,N,78754954293,,,Consumer Discretionary,Hotels/Resorts
SHW,SHW,Sherwin-Williams Company (The) Common Stock,N, ,N,78257482543,,,Consumer Discretionary,RETAIL: Building Materials
MCO,MCO,Moody's Corporation Common Stock,N, ,N,78239395000,,,Finance,Finance: Consumer Services
NOC,NOC,Northrop Grumman Corporation Common Stock,N, ,N,78165282847,,,Industrials,Industrial Machinery/Components
MPWR,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Q,Q,N,77493731600,,,Technology,Semiconductors
BAM,BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,N, ,N,77208401960,,,Consumer Discretionary,Other Consumer Services
APO,APO,"Apollo Global Management, Inc. (New) Common Stock",N, ,N,77184164640,,,Finance,Investment Managers
ROST,ROST,"Ross Stores, Inc. - Common Stock",Q,Q,N,77029159780,,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
NXPI,NXPI,NXP Semiconductors N.V. - Common Stock,Q,Q,N,76968333144,,,Technology,Semiconductors
MPC,MPC,Marathon Petroleum Corporation Common Stock,N, ,N,76948658253,,,Energy,Integrated oil Companies
VLO,VLO,Valero Energy Corporation Common Stock,N, ,N,76807602720,,,Energy,Integrated oil Companies
INTU,INTU,Intuit Inc. - Common Stock,Q,Q,N,75695894010,,,Technology,Computer Software: Prepackaged Software
ORLY,ORLY,"O'Reilly Automotive, Inc. - Common Stock",Q,Q,N,75429646491,,,Consumer Discretionary,Auto & Home Supply Stores
COHR,COHR,Coherent Corp. Common Stock,N, ,N,75327007765,,,Technology,Electronic Components
ECL,ECL,Ecolab Inc. Common Stock,N, ,N,74696327406,,,Consumer Discretionary,Package Goods/Cosmetics
ITW,ITW,Illinois Tool Works Inc. Common Stock,N, ,N,74062611000,,,Industrials,Industrial Machinery/Components
BE,BE,Bloom Energy Corporation Class A Common Stock,N, ,N,74017983331,,,Energy,Industrial Machinery/Components
GM,GM,General Motors Company Common Stock,N, ,N,73485713393,,,Industrials,Auto Manufacturing
EOG,EOG,"EOG Resources, Inc. Common Stock",N, ,N,72783688625,,,Energy,Oil & Gas Production
SU,SU,Suncor Energy  Inc. Common Stock,N, ,N,72733903642,,,Energy,Integrated oil Companies
CNI,CNI,Canadian National Railway Company Common Stock,N, ,N,72305944502,,,Industrials,Railroads
TRP,TRP,TC Energy Corporation Common Stock,N, ,N,72288204913,,,Utilities,Natural Gas Distribution
PSX,PSX,Phillips 66 Common Stock,N, ,N,71947789339,,,Energy,Integrated oil Companies
LITE,LITE,Lumentum Holdings Inc. - Common Stock,Q,Q,N,71697368000,,,Telecommunications,Telecommunications Equipment
AON,AON,Aon plc Class A Ordinary Shares (Ireland),N, ,N,71614486769,,,Finance,Specialty Insurers
CL,CL,Colgate-Palmolive Company Common Stock,N, ,N,71576933780,,,Consumer Discretionary,Package Goods/Cosmetics
CRH,CRH,CRH PLC Ordinary Shares,N, ,N,71271262719,,,Industrials,Building Materials
KMI,KMI,"Kinder Morgan, Inc. Common Stock",N, ,N,71060934679,,,Utilities,Natural Gas Distribution
SPG,SPG,"Simon Property Group, Inc. Common Stock",N, ,N,71032462324,,,Real Estate,Real Estate Investment Trusts
CTAS,CTAS,Cintas Corporation - Common Stock,Q,Q,N,70536129383,,,Industrials,Garments and Clothing
NSC,NSC,Norfolk Southern Corporation Common Stock,N, ,N,70502302854,,,Industrials,Railroads
AEP,AEP,"American Electric Power Company, Inc. - Common Stock",Q,Q,N,70314693285,,,Utilities,Electric Utilities: Central
CVNA,CVNA,Carvana Co. Class A Common Stock,N, ,N,70307170934,,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
TDG,TDG,Transdigm Group Incorporated Common Stock,N, ,N,70255376927,,,Industrials,Military/Government/Technical
BSX,BSX,Boston Scientific Corporation Common Stock,N, ,N,69724921447,,,Health Care,Medical/Dental Instruments
STM,STM,STMicroelectronics N.V. Common Stock,N, ,N,68701778150,,,Technology,Semiconductors
MSI,MSI,"Motorola Solutions, Inc. Common Stock",N, ,N,68431678680,,,Technology,Radio And Television Broadcasting And Communications Equipment
NWG,NWG,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",N, ,N,68202176174,,,Finance,Commercial Banks
