Ticker,Symbol,Security Name,Listing Exchange,Market Category,ETF,MarketCap,TrailingPE,ForwardPE,Sector,Industry
NVDA,NVDA,NVIDIA Corporation - Common Stock,Q,Q,N,5049088000000,,,Technology,Semiconductors
AAPL,AAPL,Apple Inc. - Common Stock,Q,Q,N,4428825328240,,,Technology,Computer Manufacturing
GOOGL,GOOGL,Alphabet Inc. - Class A Common Stock,Q,Q,N,4401863960000,,,Technology,Computer Software: Programming Data Processing
GOOG,GOOG,Alphabet Inc. - Class C Capital Stock,Q,Q,N,4375935720000,,,Technology,Computer Software: Programming Data Processing
MSFT,MSFT,Microsoft Corporation - Common Stock,Q,Q,N,3058583705025,,,Technology,Computer Software: Prepackaged Software
AMZN,AMZN,"Amazon.com, Inc. - Common Stock",Q,Q,N,2637858375896,,,Consumer Discretionary,Catalog/Specialty Distribution
AVGO,AVGO,Broadcom Inc. - Common Stock,Q,Q,N,1877769401774,,,Technology,Semiconductors
TSLA,TSLA,"Tesla, Inc.  - Common Stock",Q,Q,N,1535903277045,,,Industrials,Auto Manufacturing
META,META,"Meta Platforms, Inc. - Class A Common Stock",Q,Q,N,1485967617929,,,Technology,Computer Software: Programming Data Processing
LLY,LLY,Eli Lilly and Company Common Stock,N, ,N,1082202136705,,,Health Care,Biotechnology: Pharmaceutical Preparations
MU,MU,"Micron Technology, Inc. - Common Stock",Q,Q,N,1070535379933,,,Technology,Semiconductors
WMT,WMT,Walmart Inc. - Common Stock,Q,Q,N,953616625144,,,Consumer Discretionary,Department/Specialty Retail Stores
JPM,JPM,JP Morgan Chase & Co. Common Stock,N, ,N,833622797254,,,Finance,Major Banks
AMD,AMD,"Advanced Micro Devices, Inc. - Common Stock",Q,Q,N,799532411321,,,Technology,Semiconductors
ASML,ASML,ASML Holding N.V. - New York Registry Shares,Q,Q,N,674110912792,,,Technology,Industrial Machinery/Components
XOM,XOM,Exxon Mobil Corporation Common Stock,N, ,N,628995731834,,,Energy,Integrated oil Companies
ORCL,ORCL,Oracle Corporation Common Stock,N, ,N,609204063720,,,Technology,Computer Software: Prepackaged Software
AZN,AZN,AstraZeneca PLC Ordinary Shares,N, ,N,563068563034,,,Health Care,Biotechnology: Pharmaceutical Preparations
JNJ,JNJ,Johnson & Johnson Common Stock,N, ,N,558859491987,,,Health Care,Biotechnology: Pharmaceutical Preparations
INTC,INTC,Intel Corporation - Common Stock,Q,Q,N,554217020000,,,Technology,Semiconductors
CSCO,CSCO,"Cisco Systems, Inc. - Common Stock",Q,Q,N,489329113660,,,Telecommunications,Computer Communications Equipment
COST,COST,Costco Wholesale Corporation - Common Stock,Q,Q,N,432280964199,,,Consumer Discretionary,Department/Specialty Retail Stores
MA,MA,Mastercard Incorporated Common Stock,N, ,N,429130170858,,,Consumer Discretionary,Business Services
CAT,CAT,"Caterpillar, Inc. Common Stock",N, ,N,421777686487,,,Industrials,Construction/Ag Equipment/Trucks
LRCX,LRCX,Lam Research Corporation - Common Stock,Q,Q,N,405747760950,,,Technology,Industrial Machinery/Components
ABBV,ABBV,AbbVie Inc. Common Stock,N, ,N,394118474580,,,Health Care,Biotechnology: Pharmaceutical Preparations
AMAT,AMAT,"Applied Materials, Inc. - Common Stock",Q,Q,N,390763012663,,,Technology,Semiconductors
BAC,BAC,Bank of America Corporation Common Stock,N, ,N,380590156613,,,Finance,Major Banks
CVX,CVX,Chevron Corporation Common Stock,N, ,N,376889954804,,,Energy,Integrated oil Companies
UNH,UNH,UnitedHealth Group Incorporated Common Stock (DE),N, ,N,369224270334,,,Health Care,Medical Specialities
