Run_ID,Variant,Fast,Slow,Signal,Ticker,Comparison_Date,MACD_Line,MACD_Signal_Line,MACD_Histogram,MACD_Bullish_Positive,EMA_200,Close_Above_EMA200,Foundation_State,Foundation_Episode_Start,V8_Final_Decision,V8_Score,D_Close,D1_Date,D1_Open,D1_Close,D1_Open_vs_D_Close_Pct,D1_Close_vs_D_Close_Pct,D1_Close_vs_D1_Open_Pct,D1_Direction_Pass,D1_Intraday_Up,D5_Date,D5_Close,D5_Close_vs_D_Close_Pct,D5_Persistence_Pass,D8_Date,D8_Close,D8_Close_vs_D_Close_Pct,D8_Persistence_Pass
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,NVDA,2026-04-30,7.11141520731735,6.3813652042988815,0.7300500030184685,True,177.87773368175888,True,True,False,REJECT,35.0,199.57000732421875,2026-05-01,201.27999877929688,198.4499969482422,0.8568378976406388,-0.5612117727474941,-1.4060025080573357,False,False,2026-05-07,211.5,5.977848493235727,True,2026-05-12,220.77999877929688,10.627845205527642,True
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,AAPL,2026-04-30,3.704883434686451,3.2237325919910313,0.48115084269541963,True,253.7944376509475,True,True,False,REJECT,35.0,271.3500061035156,2026-05-01,278.8599853515625,280.1400146484375,2.7676355552326504,3.2393618379240596,0.4590222205101524,True,True,2026-05-07,287.44000244140625,5.929609720278606,True,2026-05-12,294.79998779296875,8.641968366312591,True
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,MSFT,2026-04-30,9.222778623084253,7.876616105861164,1.3461625172230889,True,441.0653104493067,False,False,False,REJECT,10.0,407.7799987792969,2026-05-01,412.7999877929688,414.4400024414063,1.2310532710528843,1.6332345093055922,0.3972903820094187,True,True,2026-05-07,420.7699890136719,3.185538837917745,True,2026-05-12,407.7699890136719,-0.0024546975464612153,False
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,TSLA,2026-04-30,-0.3032139923754471,-1.5837500770047632,1.2805360846293161,False,389.7392718644585,False,False,False,REJECT,20.0,381.6300048828125,2026-05-01,382.489990234375,390.8200073242188,0.2253453189108079,2.4080922159745555,2.1778392382868716,True,True,2026-05-07,411.7900085449219,7.902943499259352,True,2026-05-12,433.4500122070313,13.578598815921517,True
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,AMZN,2026-04-30,12.374535784542815,11.100840785901998,1.273694998640817,True,224.05350124601793,True,True,False,REJECT,45.0,265.0599975585937,2026-05-01,265.5799865722656,268.260009765625,0.19617785349030914,1.2072784412985316,1.0091209160559833,True,True,2026-05-07,271.1700134277344,2.305144467448361,True,2026-05-12,265.82000732421875,0.28673122033702203,True
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,META,2026-04-30,11.278367638187092,13.422403407584076,-2.144035769396984,False,651.6154731906511,False,False,False,REJECT,20.0,611.9099731445312,2026-05-01,614.6900024414062,608.75,0.4543199847828472,-0.5164114466532643,-0.9663411504683528,False,False,2026-05-07,616.8099975585938,0.8007753802216744,True,2026-05-12,603.0,-1.456092159888156,False
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,GOOGL,2026-04-30,14.51086520254455,10.58137019370275,3.9294950088418013,True,282.94158006264644,True,True,False,MOMENTUM_ACTIVE,100.0,384.7999877929688,2026-05-01,381.6300048828125,385.6900024414063,-0.8238001587104637,0.23129279539280123,1.0638570098387534,True,True,2026-05-07,397.989990234375,3.4277554209546146,True,2026-05-12,387.3500061035156,0.662686692162473,True
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,COST,2026-04-30,3.0393262474796074,2.751177871109887,0.28814837636972035,True,961.1383217799408,True,True,True,MOMENTUM_ACTIVE,100.0,1014.530029296875,2026-05-01,1015.3800048828124,1011.7000122070312,0.08378022940596086,-0.2789485779740919,-0.36242516674394043,False,False,2026-05-07,1012.0599975585938,-0.24346561136224798,False,2026-05-12,1021.8800048828124,0.7244709741151212,True
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,WMT,2026-04-30,1.3884012739631686,1.1605790211676392,0.22782225279552937,True,114.15351718476352,True,True,False,MOMENTUM_ACTIVE,98.0,131.92999267578125,2026-05-01,131.9199981689453,131.60000610351562,-0.007575613879173826,-0.2501224820625647,-0.2425652439896786,False,False,2026-05-07,130.1999969482422,-1.3112982821052221,False,2026-05-12,130.35000610351562,-1.1975946789813396,False
V8MACD_20260712T072722Z_1f1ac52,STANDARD_12_26_9,12,26,9,PANW,2026-04-30,4.926723987335265,3.6698253610377005,1.2568986262975645,True,178.91156891867982,True,True,False,REJECT,16.0,179.32000732421875,2026-05-01,182.0,181.0800018310547,1.4945307641749617,0.9814825088947154,-0.5054934994205063,True,False,2026-05-07,196.52999877929688,9.597362676860532,True,2026-05-12,215.6000061035156,20.231986001261394,True
