Ticker,Final_Decision,Final_Decision_Rank,Final_Decision_Reason,External_Message,Analyst_Message,EPS_Message,Event_Message,Action_Status,Score,Action_Rank,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Trend_Score,Relative_Strength_Score,Breakout_Score,Freshness_Score,Accumulation_Score,Volatility_Score,Weekly_Trend_Score,Weekly_Trend,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Exchange_Profile,Benchmark_Ticker,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_20,Volume_Avg_50,Relative_Volume_20,Avg_Dollar_Volume_50D,Min_Avg_Dollar_Volume_50D,Liquidity_Status,Close_Location_Pct,Extension_Risk,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
FROG,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,100,1,Momentum Candidate,Clean,,REGULAR,97.76,97.76,,,,97.76000213623047,30,25,20,12,15,7,15,Uptrend,94.80999755859375,59.554500325520834,14.344274645156109,84.6154508230539,74.67961880136804,61.47388271246881,58.41837742291963,21.359644698807045,US,SPY,93.16340833284842,56.51617606336672,136.42081195580596,10.097965760271777,46.418210303094945,0.13021124473407378,0.09784215966538438,0.08214646191768882,97.83708504919592,11.623658474926057,18.18181902028688,98.0,98.0,98.0,98.0,-0.24489577935666862,0.24489577935666454,False,False,False,4.945857456752232,5.059183048973426,730995,3631419.75,3099989.9,0.20129730252196817,233094029.22500688,5000000,OK,96.00003560384116,False,9.0,3.0,6.0,False,3.111491038498948,4.694999476672024,0,False
OKTA,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,5D extension above 12.0% | 10D extension above 20.0% | relative volume below 1.0x,,,,,Actionable Momentum Candidate,100,1,Momentum Candidate,Clean,,REGULAR,147.94,147.94,,,,147.94000244140625,30,25,20,12,15,7,15,Uptrend,141.4199981689453,90.32666727701823,8.476611032432068,124.75454417264038,109.33415828858709,95.02652824140996,93.51410470082065,9.634824792426876,US,SPY,84.48684117387826,71.08823910365072,50.7438387624553,10.097965760271777,60.990273343378945,0.19704839855683948,0.13954194591764524,0.12838661431841125,78.07217446203055,19.03766003741767,25.57508319090416,148.3000030517578,148.3000030517578,148.3000030517578,148.3000030517578,-0.24275158661050122,0.2427515866105003,False,False,False,6.6875,4.520413606623184,937902,3428560.1,3828744.04,0.273555653873473,414056001.5214972,5000000,OK,93.73911981997283,True,8.0,3.0,5.0,False,4.610383507905236,2.5509552715225814,0,False
PANW,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,2+ bearish hourly candles | last 1H bearish,,,,,Downgraded - Wait,69,3,Watchlist Candidate,Wait - Last Hour Bearish,2+ bearish hourly candles | last 1H bearish,REGULAR,357.93,357.93,,,,357.92999267578125,30,25,14,12,15,10,15,Uptrend,348.05999755859375,202.575,11.266836970762384,305.20503195470957,265.1109964138784,219.1388013882388,211.5025658612043,18.235847358321866,US,SPY,119.30640153902377,94.31596015517576,81.71802328148634,10.097965760271777,84.21799439490398,0.4767441576875613,0.3446560177193053,0.2907146227717304,87.12209082495531,17.662714764187015,24.376257625285326,368.1700134277344,368.1700134277344,368.1700134277344,368.1700134277344,-2.7813293800373784,2.781329380037375,False,True,False,14.03700692313058,3.921718551215552,3214369,7364398.45,8255269.38,0.43647407481055017,2139818440.3871765,5000000,OK,66.4019569361893,True,16.0,4.0,12.0,False,2.835716596684157,5.993037272363244,2,True
CRWD,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,2+ bearish hourly candles | last 1H bearish,,,,,Downgraded - Wait,69,3,Watchlist Candidate,Wait - Last Hour Bearish,2+ bearish hourly candles | last 1H bearish,REGULAR,203.1,203.1,,,,203.10000610351562,30,25,8,12,10,7,15,Uptrend,193.97999572753906,125.93454208374024,9.88856744392752,178.41085895488342,160.1374093876665,134.81408233329614,129.53721062842612,18.154166572687313,US,SPY,103.54781377854296,73.30830435391744,63.757309901050085,10.097965760271777,63.21033859364566,0.2705186581663927,0.2120612497917828,0.18128705792098457,64.90578883864646,15.876705315270524,18.622790320714856,209.49000549316406,209.49000549316406,209.49000549316406,209.49000549316406,-3.0502645577795584,3.0502645577795606,False,True,False,8.733123779296875,4.299913105293455,4917702,12381380.1,12961232.04,0.3971852863155376,2075237721.506416,5000000,OK,69.48424716029159,True,11.0,6.0,5.0,False,4.701521072712245,7.171131861433033,2,True
DOCN,REJECT,3,below EMA20 with deep 20D-high pullback | last 1H bearish,,,,,Avoid,66,5,Avoid,Wait - Last Hour Bearish,below EMA20 with deep 20D-high pullback | last 1H bearish,REGULAR,134.79,134.79,,,,134.7899932861328,22,12,0,12,5,0,15,Uptrend,130.1300048828125,93.72966664632162,63.3888830862406,153.14669211732553,144.20286855945628,104.7807446910804,93.35801224033955,68.52804782528477,US,SPY,49.750016761612414,180.11221171665426,374.61265879097334,10.097965760271777,170.01424595638247,0.1795332694349464,0.20294419241433928,0.11209592361053904,33.674481770325215,-3.223725971077096,-22.208120296355315,187.5,187.5,187.5,187.5,-28.112003580729162,28.112003580729166,True,False,True,13.828785487583705,10.259504545139265,838467,3591728.35,3650853.34,0.2334438794626548,548582552.6801449,5000000,OK,67.58882871146601,False,5.0,5.0,0.0,False,3.581025304284613,3.0504511783506327,1,True
TENB,REJECT,3,weekly mixed,,,,,Avoid,45,5,Avoid,Clean,weekly mixed,REGULAR,42.1,42.1,,,,42.099998474121094,22,12,20,12,10,7,5,Mixed,38.599998474121094,22.99966678619385,-1.7178265491207378,31.466264920538343,27.35556114994675,25.124687348695367,25.712099990222786,2.5217196072701897,US,SPY,139.47667040288562,78.9205152807965,25.148630315005093,10.097965760271777,68.82254952052472,0.05607501109685727,0.03522989088654664,0.03541595944999959,93.87997309668219,39.311712212768725,56.6803020439437,42.34000015258789,42.34000015258789,42.34000015258789,42.34000015258789,-0.5668438299524348,0.566843829952437,False,False,False,2.130000795636858,5.059384496049736,1873641,3084732.05,3619904.82,0.6073918154414741,95355803.78963028,5000000,OK,93.5483440937841,True,14.0,7.0,7.0,False,9.067357871390946,6.879916543448417,1,False
QLYS,REJECT,3,weekly mixed,,,,,Avoid,45,5,Avoid,Clean,weekly mixed,REGULAR,158.17,158.17,,,,158.1699981689453,0,8,20,12,15,7,5,Mixed,148.1199951171875,109.82233225504557,-7.646100133523392,124.26440089403249,111.72457302732093,111.3367888022016,114.21599809443595,-3.505658492316943,US,SPY,79.00633440060814,19.014300551543826,9.855537479150044,10.097965760271777,8.91633479127205,0.2106742214721343,0.14293755307109943,0.1699458880123392,68.90273839321344,28.311837816409913,42.11140506024205,158.33999633789062,158.33999633789062,158.33999633789062,158.33999633789062,-0.10736274654354894,0.10736274654354787,False,False,False,7.029285430908203,4.444133218867492,273309,802150.45,792302.18,0.3407203723441158,84329217.2290683,5000000,OK,97.64870996675988,True,12.0,4.0,8.0,False,6.785041441438477,4.395752031928746,1,False
DDOG,REJECT,3,distribution cluster,,,,,Avoid,40,5,Avoid,Clean,distribution cluster,REGULAR,259.905,259.905,,,,259.9049987792969,30,25,8,12,10,7,15,Uptrend,260.3599853515625,156.80250040690103,13.996037449814725,238.97302105904777,213.0079686351567,172.38262157209292,164.30032548245234,25.210788459971447,US,SPY,115.93967884787774,91.12066201979951,92.50796930158911,10.097965760271777,81.02269625952773,0.34617995769373977,0.28436808931150787,0.22484683062176886,86.32257942718378,8.397628622450902,16.54932680685959,271.260009765625,278.7049865722656,278.7049865722656,278.7049865722656,-4.186024691269131,6.745479520903401,True,True,False,11.72721426827567,4.512115705105792,1864609,4742235.45,6013812.18,0.39319199134239524,1267695670.917696,5000000,OK,79.75863752693965,False,11.0,8.0,3.0,False,-0.17475287980649457,4.0514822622726765,1,False
TWLO,REJECT,3,distribution cluster,,,,,Avoid,40,5,Avoid,Wait - Last Hour Bearish,distribution cluster,REGULAR,210.85,210.85,,,,210.85000610351562,30,25,4,12,6,7,15,Uptrend,209.30999755859375,150.76399993896484,20.975092744643398,199.95240928834264,188.30517377044356,157.96723601864758,149.62879311134986,23.891571821087275,US,SPY,61.01566324346981,48.2353753941952,80.97159234189797,10.097965760271777,38.137409633923426,0.28084125559517364,0.260381129314475,0.2013231125659976,32.75980034176098,10.064205273358295,13.256705257188495,237.3000030517578,238.47999572753906,238.47999572753906,238.47999572753906,-11.146226973487705,11.585873079094826,False,False,False,9.381214686802455,4.449236146664752,364306,2152820.3,2753154.12,0.16922267037337024,532967874.54955935,5000000,OK,60.079128461116284,False,10.0,8.0,2.0,False,0.7357548912544365,1.8648246330323692,2,True
RKBK,REJECT,3,no market data - check symbol,,,,,Avoid,,5,Avoid,No data,no market data - check symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
